model	metric	value
EASER_neighborhood=2234_l2_norm=94715397$59319083	SEntropy	4.993908747888652
EASER_neighborhood=2234_l2_norm=94715397$59319083	EFD	0.05470918503477136
EASER_neighborhood=2234_l2_norm=94715397$59319083	EPC	0.006649038640965591
EASER_neighborhood=2234_l2_norm=99623163$26251854	nDCG	0.018822381111549224
EASER_neighborhood=2234_l2_norm=99623163$26251854	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=99623163$26251854	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=99623163$26251854	nDCGRendle2020	0.018822381111549224
EASER_neighborhood=2234_l2_norm=99623163$26251854	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=99623163$26251854	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=99623163$26251854	MAP	0.007576595173950061
EASER_neighborhood=2234_l2_norm=99623163$26251854	MAR	0.018379867744305656
EASER_neighborhood=2234_l2_norm=99623163$26251854	MRR	0.020978097337391973
EASER_neighborhood=2234_l2_norm=99623163$26251854	ACLT	0.027920646583394562
EASER_neighborhood=2234_l2_norm=99623163$26251854	APLT	0.0027920646583394562
EASER_neighborhood=2234_l2_norm=99623163$26251854	ARP	125.20698016164586
EASER_neighborhood=2234_l2_norm=99623163$26251854	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=99623163$26251854	PopRSP	0.9975197191580756
EASER_neighborhood=2234_l2_norm=99623163$26251854	ItemCoverage	227.0
EASER_neighborhood=2234_l2_norm=99623163$26251854	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=99623163$26251854	Gini	0.011106990756842405
EASER_neighborhood=2234_l2_norm=99623163$26251854	SEntropy	4.993742225888452
EASER_neighborhood=2234_l2_norm=99623163$26251854	EFD	0.05476912145327205
EASER_neighborhood=2234_l2_norm=99623163$26251854	EPC	0.006653983809767043
EASER_neighborhood=2234_l2_norm=66207192$32507165	nDCG	0.01881016907562208
EASER_neighborhood=2234_l2_norm=66207192$32507165	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=66207192$32507165	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=66207192$32507165	nDCGRendle2020	0.01881016907562208
EASER_neighborhood=2234_l2_norm=66207192$32507165	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=66207192$32507165	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=66207192$32507165	MAP	0.007574145994425201
EASER_neighborhood=2234_l2_norm=66207192$32507165	MAR	0.01834313005143277
EASER_neighborhood=2234_l2_norm=66207192$32507165	MRR	0.02097109968160666
EASER_neighborhood=2234_l2_norm=66207192$32507165	ACLT	0.03085966201322557
EASER_neighborhood=2234_l2_norm=66207192$32507165	APLT	0.003085966201322557
EASER_neighborhood=2234_l2_norm=66207192$32507165	ARP	125.20661278471712
EASER_neighborhood=2234_l2_norm=66207192$32507165	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=66207192$32507165	PopRSP	0.9972581878064485
EASER_neighborhood=2234_l2_norm=66207192$32507165	ItemCoverage	228.0
EASER_neighborhood=2234_l2_norm=66207192$32507165	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=66207192$32507165	Gini	0.011113571624352225
EASER_neighborhood=2234_l2_norm=66207192$32507165	SEntropy	4.993884933509744
EASER_neighborhood=2234_l2_norm=66207192$32507165	EFD	0.0547356535970278
EASER_neighborhood=2234_l2_norm=66207192$32507165	EPC	0.006652494221481256
EASER_neighborhood=2234_l2_norm=85597542$39503306	nDCG	0.018799864123947078
EASER_neighborhood=2234_l2_norm=85597542$39503306	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=85597542$39503306	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=85597542$39503306	nDCGRendle2020	0.018799864123947078
EASER_neighborhood=2234_l2_norm=85597542$39503306	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=85597542$39503306	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=85597542$39503306	MAP	0.007561900096800906
EASER_neighborhood=2234_l2_norm=85597542$39503306	MAR	0.01830639235855988
EASER_neighborhood=2234_l2_norm=85597542$39503306	MRR	0.02095360554214338
EASER_neighborhood=2234_l2_norm=85597542$39503306	ACLT	0.02718589272593681
EASER_neighborhood=2234_l2_norm=85597542$39503306	APLT	0.002718589272593681
EASER_neighborhood=2234_l2_norm=85597542$39503306	ARP	125.20933137398973
EASER_neighborhood=2234_l2_norm=85597542$39503306	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=85597542$39503306	PopRSP	0.9975850886079368
EASER_neighborhood=2234_l2_norm=85597542$39503306	ItemCoverage	225.0
EASER_neighborhood=2234_l2_norm=85597542$39503306	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=85597542$39503306	Gini	0.01109955437655652
EASER_neighborhood=2234_l2_norm=85597542$39503306	SEntropy	4.993458270095724
EASER_neighborhood=2234_l2_norm=85597542$39503306	EFD	0.05470918503477136
EASER_neighborhood=2234_l2_norm=85597542$39503306	EPC	0.006649038640965591
